"NUMBER","DRIVER_NUMBER","LAP_NUMBER","LAP_TIME","S1","S2","S3","KPH","ELAPSED","CLASS","TEAM","AVG_TRACK_TEMP","YEAR","TIRE_TYPE"
22,1,3,159.249,50.065,62.976,46.208,81.4,438.907,"Pro","World Speed",97.13,2024,"Hankook"
22,1,4,156.619,54.314,65.618,36.687,82.8,595.526,"Pro","World Speed",97.13,2024,"Hankook"
22,1,5,155.082,51.643,69.152,34.287,83.6,750.608,"Pro","World Speed",97.13,2024,"Hankook"
22,1,6,146.161,59.292,53.144,33.725,88.7,896.769,"Pro","World Speed",97.13,2024,"Hankook"
22,1,7,137.124,53.355,59.237,24.532,94.6,1033.893,"Pro","World Speed",97.13,2024,"Hankook"
22,1,8,84.492,30.613,35.473,18.406,153.5,1118.385,"Pro","World Speed",97.13,2024,"Hankook"
22,1,9,83.555,30.218,35.149,18.188,155.2,1201.94,"Pro","World Speed",97.13,2024,"Hankook"
22,1,10,83.154,30.137,34.786,18.231,155.9,1285.094,"Pro","World Speed",97.13,2024,"Hankook"
22,1,11,83.021,30.115,34.742,18.164,156.2,1368.115,"Pro","World Speed",97.13,2024,"Hankook"
22,1,12,83.643,30.296,35.071,18.276,155,1451.758,"Pro","World Speed",97.13,2024,"Hankook"
22,1,13,98.834,30.269,45.383,23.182,131.2,1550.592,"Pro","World Speed",97.13,2024,"Hankook"
22,1,14,111.692,43.48,48.755,19.457,116.1,1662.284,"Pro","World Speed",97.13,2024,"Hankook"
22,1,15,141.375,41.071,65.246,35.058,91.7,1803.659,"Pro","World Speed",97.13,2024,"Hankook"
22,1,16,161.238,59.973,68.869,32.396,80.4,1964.897,"Pro","World Speed",97.13,2024,"Hankook"
22,1,17,137.314,55.165,60.052,22.097,94.4,2102.211,"Pro","World Speed",97.13,2024,"Hankook"
22,1,18,161.522,31.001,36.145,94.376,80.3,2263.733,"Pro","World Speed",97.13,2024,"Hankook"
22,1,19,89.197,35.817,35.07,18.31,145.4,2352.93,"Pro","World Speed",97.13,2024,"Hankook"
22,1,20,83.659,30.288,35.118,18.253,155,2436.589,"Pro","World Speed",97.13,2024,"Hankook"
22,1,21,83.809,30.34,35.105,18.364,154.7,2520.398,"Pro","World Speed",97.13,2024,"Hankook"
22,1,22,89.576,30.399,36.402,22.775,144.8,2609.974,"Pro","World Speed",97.13,2024,"Hankook"
22,1,23,106.004,33.474,49.184,23.346,122.3,2715.978,"Pro","World Speed",97.13,2024,"Hankook"
22,1,24,96.926,34.856,42.509,19.561,133.8,2812.904,"Pro","World Speed",97.13,2024,"Hankook"
22,1,25,92.858,33.213,40.569,19.076,139.6,2905.762,"Pro","World Speed",97.13,2024,"Hankook"
22,1,26,112.108,31.768,54.256,26.084,115.7,3017.87,"Pro","World Speed",97.13,2024,"Hankook"
29,1,1,125.405,35.405,43.239,46.761,103.4,125.405,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,2,159.327,56.465,60.639,42.223,81.4,284.732,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,3,157.662,49.458,62.434,45.77,82.2,442.394,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,4,161.331,55.216,65.553,40.562,80.4,603.725,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,5,150.531,48.535,67.793,34.203,86.1,754.256,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,6,145.883,58.662,52.744,34.477,88.9,900.139,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,7,135.481,54.26,57.246,23.975,95.7,1035.62,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,8,85.975,30.845,36.164,18.966,150.8,1121.595,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,9,83.766,30.268,35.011,18.487,154.8,1205.361,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,10,159.679,30.226,34.986,94.467,81.2,1365.04,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,11,89.279,35.937,34.915,18.427,145.2,1454.319,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,12,96.542,30.273,43.305,22.964,134.3,1550.861,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,13,112.511,43.854,48.73,19.927,115.2,1663.372,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,14,140.866,40.657,65.321,34.888,92,1804.238,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,15,161.275,60.182,68.976,32.117,80.4,1965.513,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,16,137.382,55.504,59.616,22.262,94.4,2102.895,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,17,85.407,30.744,35.932,18.731,151.8,2188.302,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,18,84.309,30.517,35.233,18.559,153.8,2272.611,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,19,83.904,30.284,35.15,18.47,154.5,2356.515,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,20,84.641,30.697,35.43,18.514,153.2,2441.156,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,21,84.28,30.568,35.194,18.518,153.8,2525.436,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,22,87.4,30.4,35.388,21.612,148.4,2612.836,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,23,106.081,36.111,47.355,22.615,122.2,2718.917,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,24,100.291,37.924,42.166,20.201,129.3,2819.208,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,25,89.763,32.469,38.375,18.919,144.4,2908.971,"Pro","TR3 Racing",97.13,2024,"Hankook"
29,1,26,110.542,30.96,53.429,26.153,117.3,3019.513,"Pro","TR3 Racing",97.13,2024,"Hankook"
30,1,1,120.077,33.831,40.668,45.578,108,120.077,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,1,2,157.002,55.894,62.03,39.078,82.6,277.079,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,1,3,156.503,48.394,65.712,42.397,82.8,433.582,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,1,4,157.15,57.614,66.033,33.503,82.5,590.732,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,1,5,156.945,54.563,69.065,33.317,82.6,747.677,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,1,6,145.847,52.592,61.564,31.691,88.9,893.524,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,1,7,139.271,53.424,61.552,24.295,93.1,1032.795,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,1,8,84.194,30.346,35.478,18.37,154,1116.989,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,1,9,83.393,30.229,35.037,18.127,155.5,1200.382,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,1,10,157.676,30.165,34.781,92.73,82.2,1358.058,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,11,90.528,36.523,35.623,18.382,143.2,1448.586,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,12,98.742,30.181,44.115,24.446,131.3,1547.328,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,13,112.338,42.916,48.171,21.251,115.4,1659.666,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,14,140.586,42.055,64.138,34.393,92.2,1800.252,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,15,160.916,59.812,68.521,32.583,80.6,1961.168,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,16,140.26,55.976,59.949,24.335,92.4,2101.428,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,17,84.951,30.845,35.676,18.43,152.6,2186.379,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,18,83.98,30.359,35.238,18.383,154.4,2270.359,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,19,83.593,30.255,35.092,18.246,155.1,2353.952,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,20,83.619,30.255,35.128,18.236,155.1,2437.571,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,21,84.086,30.533,35.142,18.411,154.2,2521.657,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,22,89.388,30.388,35.898,23.102,145.1,2611.045,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,23,105.695,33.239,49.489,22.967,122.7,2716.74,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,24,96.831,35.01,42.799,19.022,133.9,2813.571,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,25,93.039,33.588,40.551,18.9,139.4,2906.61,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
30,2,26,112.198,31.629,54.209,26.36,115.6,3018.808,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,2,1,119.158,33.121,40.722,45.315,108.8,119.158,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,2,2,156.658,55.839,62.375,38.444,82.8,275.816,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,2,3,156.605,48.675,66.162,41.768,82.8,432.421,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,2,4,156.782,56.698,64.353,35.731,82.7,589.203,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,2,5,157.459,55.311,67.787,34.361,82.3,746.662,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,2,6,146.313,51.915,62.67,31.728,88.6,892.975,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,2,7,139.197,53.268,61.68,24.249,93.1,1032.172,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,2,8,84.535,30.542,35.57,18.423,153.4,1116.707,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,2,9,83.153,30.065,34.905,18.183,155.9,1199.86,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,2,10,156.172,30.036,35.146,90.99,83,1356.032,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,11,90.613,36.218,36.013,18.382,143.1,1446.645,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,12,97.147,30.133,44.109,22.905,133.5,1543.792,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,13,112.689,44.938,47.743,20.008,115.1,1656.481,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,14,91.791,32.575,39.491,19.725,141.3,1748.272,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,15,95.792,32.379,41.131,22.282,135.4,1844.064,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,16,155.887,57.851,63.192,34.844,83.2,1999.951,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,17,123.928,51.263,53.321,19.344,104.6,2123.879,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,18,84.367,30.596,35.464,18.307,153.7,2208.246,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,19,84.215,30.983,35.024,18.208,154,2292.461,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,20,86.116,30.333,37.144,18.639,150.6,2378.577,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,21,87.091,30.396,37.21,19.485,148.9,2465.668,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,22,85.437,31.05,36.121,18.266,151.8,2551.105,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,23,88.763,31.604,37.33,19.829,146.1,2639.868,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,24,99.525,39.477,39.635,20.413,130.3,2739.393,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,25,125.944,42.38,54.516,29.048,103,2865.337,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
4,1,26,143.677,52.627,60.87,30.18,90.2,3009.014,"Pro","Ansa Motorsports",97.13,2024,"Hankook"
72,1,1,116.762,32.18,40.251,44.331,111,116.762,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,2,157.205,56.699,61.571,38.935,82.5,273.967,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,3,154.872,48.828,64.557,41.487,83.7,428.839,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,4,157.174,57.715,65.083,34.376,82.5,586.013,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,5,155.916,55.814,66.012,34.09,83.2,741.929,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,6,148.895,54.156,63.523,31.216,87.1,890.824,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,7,140.367,52.592,63.166,24.609,92.4,1031.191,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,8,83.65,30.275,35.152,18.223,155,1114.841,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,9,82.987,30.068,34.803,18.116,156.2,1197.828,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,10,83.08,30.113,34.734,18.233,156.1,1280.908,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,11,82.772,29.865,34.87,18.037,156.6,1363.68,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,12,84.153,30.006,35.851,18.296,154.1,1447.833,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,13,98.69,30.149,44.148,24.393,131.4,1546.523,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,14,112.513,42.929,48.323,21.261,115.2,1659.036,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,15,140.488,41.892,64.02,34.576,92.3,1799.524,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,16,160.996,59.798,68.482,32.716,80.5,1960.52,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,17,140.596,56.007,60.055,24.534,92.2,2101.116,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,18,83.618,30.361,35.004,18.253,155.1,2184.734,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,19,84.029,30.329,35.484,18.216,154.3,2268.763,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,20,160.695,30.251,34.959,95.485,80.7,2429.458,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,21,88.785,35.421,35.012,18.352,146,2518.243,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,22,90.119,30.318,36.373,23.428,143.9,2608.362,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,23,106.316,33.478,49.522,23.316,122,2714.678,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,24,96.818,34.642,42.494,19.682,133.9,2811.496,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,25,90.936,32.89,39.635,18.411,142.6,2902.432,"Pro","Forte Racing",97.13,2024,"Hankook"
72,1,26,112.499,30.193,58.048,24.258,115.3,3014.931,"Pro","Forte Racing",97.13,2024,"Hankook"
77,1,1,118.275,33.412,39.825,45.038,109.6,118.275,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,2,156.345,55.744,61.971,38.63,82.9,274.62,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,3,155.126,49.048,64.744,41.334,83.6,429.746,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,4,158.511,57.901,64.554,36.056,81.8,588.257,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,5,154.852,55.046,65.107,34.699,83.7,743.109,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,6,148.353,53.832,63.314,31.207,87.4,891.462,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,7,140.11,54.112,61.561,24.437,92.5,1031.572,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,8,83.804,30.421,35.163,18.22,154.7,1115.376,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,9,83.286,30.226,34.953,18.107,155.7,1198.662,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,10,83.133,29.983,35.032,18.118,156,1281.795,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,11,83.405,30.057,35.142,18.206,155.5,1365.2,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,12,83.72,30.173,35.242,18.305,154.9,1448.92,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,13,99.305,30.312,45.073,23.92,130.6,1548.225,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,14,112.234,42.923,48.035,21.276,115.5,1660.459,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,15,141.002,41.793,64.649,34.56,92,1801.461,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,16,160.419,59.149,68.84,32.43,80.8,1961.88,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,17,139.851,55.711,60.07,24.07,92.7,2101.731,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,18,85.341,31.317,35.673,18.351,151.9,2187.072,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,19,159.261,30.514,35.26,93.487,81.4,2346.333,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,20,89.782,36.646,34.99,18.146,144.4,2436.115,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,21,83.748,30.445,34.88,18.423,154.8,2519.863,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,22,89.141,30.533,36.238,22.37,145.5,2609.004,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,23,106.218,33.501,49.528,23.189,122.1,2715.222,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,24,96.87,34.716,42.507,19.647,133.9,2812.092,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,25,91.754,32.981,40.444,18.329,141.3,2903.846,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
77,1,26,111.606,30.54,56.778,24.288,116.2,3015.452,"Pro","Forty7 Motorsports",97.13,2024,"Hankook"
88,2,1,120.874,34.208,40.996,45.67,107.3,120.874,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,2,2,157.142,55.82,61.666,39.656,82.5,278.016,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,2,3,156.511,48.727,64.99,42.794,82.8,434.527,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,2,4,157.705,57.478,65.666,34.561,82.2,592.232,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,2,5,156.625,53.844,69.156,33.625,82.8,748.857,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,2,6,145.596,52.314,61.024,32.258,89.1,894.453,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,2,7,138.899,53.298,61.123,24.478,93.3,1033.352,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,2,8,84.428,30.826,35.35,18.252,153.6,1117.78,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,2,9,96.396,30.221,35.08,31.095,134.5,1214.176,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,2,10,163.377,35.503,35.663,92.211,79.4,1377.553,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,11,90.802,35.569,35.825,19.408,142.8,1468.355,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,12,90.543,31.317,39.641,19.585,143.2,1558.898,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,13,114.879,42.02,52.959,19.9,112.9,1673.777,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,14,137.208,37.574,63.843,35.791,94.5,1810.985,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,15,160.594,59.479,68.613,32.502,80.7,1971.579,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,16,133.366,56.251,55.928,21.187,97.2,2104.945,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,17,86.355,30.766,37.272,18.317,150.1,2191.3,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,18,84.442,30.667,35.482,18.293,153.6,2275.742,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,19,83.246,30.235,34.604,18.407,155.8,2358.988,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,20,85.007,30.836,35.949,18.222,152.5,2443.995,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,21,83.773,30.456,34.85,18.467,154.8,2527.768,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,22,86.384,30.46,35.721,20.203,150.1,2614.152,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,23,105.905,35.584,47.742,22.579,122.4,2720.057,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,24,102.304,38.536,42.774,20.994,126.7,2822.361,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,25,88.297,31.563,37.913,18.821,146.8,2910.658,"Pro","TR3 Racing",97.13,2024,"Hankook"
88,1,26,109.84,30.714,52.527,26.599,118,3020.498,"Pro","TR3 Racing",97.13,2024,"Hankook"
